ID,Layer,Weight
10656724,Diffusion_L3,1
10632917,Diffusion_L3,1
11893992,Diffusion_L3,1
8725344,Diffusion_L3,1
12010487,Diffusion_L3,1
10640041,Diffusion_L3,1
11285877,Diffusion_L3,1
8903430,Diffusion_L3,1
11545169,Diffusion_L3,1
12164978,Diffusion_L3,1
7188014,Diffusion_L3,1
11943562,Diffusion_L3,1
10522167,Diffusion_L3,1
12399326,Diffusion_L3,1
11259117,Diffusion_L3,1
11017789,Diffusion_L3,1
7589883,Diffusion_L3,1
9159232,Diffusion_L3,1
11045137,Diffusion_L3,1
11778259,Diffusion_L3,1
9495613,Diffusion_L3,1
11783862,Diffusion_L3,1
11514673,Diffusion_L3,1
12197514,Diffusion_L3,1
9542847,Diffusion_L3,1
10891025,Diffusion_L3,1
11363240,Diffusion_L3,1
9796332,Diffusion_L3,1
11798419,Diffusion_L3,1
11882189,Diffusion_L3,1
12086327,Diffusion_L3,1
10115310,Diffusion_L3,1
6470261,Diffusion_L3,1
11153780,Diffusion_L3,1
9834142,Diffusion_L3,1
8044776,Diffusion_L3,1
11778339,Diffusion_L3,1
12001013,Diffusion_L3,1
8610992,Diffusion_L3,1
11543594,Diffusion_L3,1
11907436,Diffusion_L3,1
12208789,Diffusion_L3,1
11315427,Diffusion_L3,1
9244281,Diffusion_L3,1
11877139,Diffusion_L3,1
8908040,Diffusion_L3,1
9995567,Diffusion_L3,1
11503253,Diffusion_L3,1
11736878,Diffusion_L3,1
12008152,Diffusion_L3,1
7859565,Diffusion_L3,1
11262841,Diffusion_L3,1
8321092,Diffusion_L3,1
7859428,Diffusion_L3,1
8868324,Diffusion_L3,1
11815781,Diffusion_L3,1
7571042,Diffusion_L3,1
12405471,Diffusion_L3,1
D771681,Diffusion_L3,1
11163317,Diffusion_L3,1
11854547,Diffusion_L3,1
11487364,Diffusion_L3,1
9046374,Diffusion_L3,1
10462426,Diffusion_L3,1
10025994,Diffusion_L3,1
10653945,Diffusion_L3,1
11994272,Diffusion_L3,1
11842726,Diffusion_L3,1
10132971,Diffusion_L3,1
7914188,Diffusion_L3,1
10635922,Diffusion_L3,1
10449903,Diffusion_L3,1
11790937,Diffusion_L3,1
11706579,Diffusion_L3,1
10757485,Diffusion_L3,1
11630525,Diffusion_L3,1
11669985,Diffusion_L3,1
10656711,Diffusion_L3,1
7088219,Diffusion_L3,1
8779910,Diffusion_L3,1
9672441,Diffusion_L3,1
10705332,Diffusion_L3,1
12236008,Diffusion_L3,1
12014118,Diffusion_L3,1
11815594,Diffusion_L3,1
10740065,Diffusion_L3,1
9194943,Diffusion_L3,1
10045144,Diffusion_L3,1
8738213,Diffusion_L3,1
10542244,Diffusion_L3,1
11308720,Diffusion_L3,1
10358057,Diffusion_L3,1
9606630,Diffusion_L3,1
11587242,Diffusion_L3,1
11224802,Diffusion_L3,1
11202198,Diffusion_L3,1
8583329,Diffusion_L3,1
12391183,Diffusion_L3,1
11146661,Diffusion_L3,1
12217765,Diffusion_L3,1
11297643,Diffusion_L3,1
7444240,Diffusion_L3,1
10024965,Diffusion_L3,1
6721632,Diffusion_L3,1
11481988,Diffusion_L3,1
7859737,Diffusion_L3,1
11803350,Diffusion_L3,1
12095866,Diffusion_L3,1
12164700,Diffusion_L3,1
11371794,Diffusion_L3,1
9813808,Diffusion_L3,1
6571161,Diffusion_L3,1
7016783,Diffusion_L3,1
11388516,Diffusion_L3,1
11142123,Diffusion_L3,1
11756316,Diffusion_L3,1
6895305,Diffusion_L3,1
12360734,Diffusion_L3,1
6924736,Diffusion_L3,1
8483439,Diffusion_L3,1
8849495,Diffusion_L3,1
10657970,Diffusion_L3,1
11599148,Diffusion_L3,1
10094673,Diffusion_L3,1
11941163,Diffusion_L3,1
11762222,Diffusion_L3,1
12155925,Diffusion_L3,1
12265655,Diffusion_L3,1
10705337,Diffusion_L3,1
9274339,Diffusion_L3,1
6798356,Diffusion_L3,1
10891932,Diffusion_L3,1
10820349,Diffusion_L3,1
7774112,Diffusion_L3,1
11753007,Diffusion_L3,1
10592735,Diffusion_L3,1
10659190,Diffusion_L3,1
11690014,Diffusion_L3,1
12105283,Diffusion_L3,1
6760646,Diffusion_L3,1
10614807,Diffusion_L3,1
11178335,Diffusion_L3,1
10214206,Diffusion_L3,1
12360557,Diffusion_L3,1
11885871,Diffusion_L3,1
9269268,Diffusion_L3,1
D765713,Diffusion_L3,1
11748056,Diffusion_L3,1
11907423,Diffusion_L3,1
12348855,Diffusion_L3,1
9805266,Diffusion_L3,1
8451880,Diffusion_L3,1
11360577,Diffusion_L3,1
9317854,Diffusion_L3,1
12301635,Diffusion_L3,1
11282273,Diffusion_L3,1
11543533,Diffusion_L3,1
9643605,Diffusion_L3,1
12360558,Diffusion_L3,1
11029762,Diffusion_L3,1
12067990,Diffusion_L3,1
9883155,Diffusion_L3,1
12214781,Diffusion_L3,1
8289172,Diffusion_L3,1
12113764,Diffusion_L3,1
9409087,Diffusion_L3,1
7302344,Diffusion_L3,1
10567705,Diffusion_L3,1
11800280,Diffusion_L3,1
12154218,Diffusion_L3,1
10137892,Diffusion_L3,1
9632659,Diffusion_L3,1
9499139,Diffusion_L3,1
7330103,Diffusion_L3,1
11208099,Diffusion_L3,1
12148108,Diffusion_L3,1
11256155,Diffusion_L3,1
12118806,Diffusion_L3,1
11634073,Diffusion_L3,1
10444752,Diffusion_L3,1
7840355,Diffusion_L3,1
12174324,Diffusion_L3,1
8134117,Diffusion_L3,1
12432441,Diffusion_L3,1
12200297,Diffusion_L3,1
8818647,Diffusion_L3,1
9694752,Diffusion_L3,1
10091015,Diffusion_L3,1
11726329,Diffusion_L3,1
9211911,Diffusion_L3,1
11561621,Diffusion_L3,1
9530060,Diffusion_L3,1
6606561,Diffusion_L3,1
9509957,Diffusion_L3,1
9008854,Diffusion_L3,1
8614640,Diffusion_L3,1
9743002,Diffusion_L3,1
9766465,Diffusion_L3,1
10769953,Diffusion_L3,1
9316737,Diffusion_L3,1
7613327,Diffusion_L3,1
11837237,Diffusion_L3,1
12219314,Diffusion_L3,1
6853919,Diffusion_L3,1
10753735,Diffusion_L3,1
12293764,Diffusion_L3,1
11533452,Diffusion_L3,1
7957876,Diffusion_L3,1
6567749,Diffusion_L3,1
8880296,Diffusion_L3,1
12142012,Diffusion_L3,1
10716515,Diffusion_L3,1
10240935,Diffusion_L3,1
11910181,Diffusion_L3,1
7209221,Diffusion_L3,1
8862299,Diffusion_L3,1
7218993,Diffusion_L3,1
11924396,Diffusion_L3,1
9374618,Diffusion_L3,1
12154571,Diffusion_L3,1
8083386,Diffusion_L3,1
6725049,Diffusion_L3,1
7855755,Diffusion_L3,1
9244280,Diffusion_L3,1
10645294,Diffusion_L3,1
12223282,Diffusion_L3,1
11178353,Diffusion_L3,1
11343614,Diffusion_L3,1
11361756,Diffusion_L3,1
9834216,Diffusion_L3,1
9057875,Diffusion_L3,1
11310592,Diffusion_L3,1
12306418,Diffusion_L3,1
11679044,Diffusion_L3,1
11741166,Diffusion_L3,1
10592211,Diffusion_L3,1
12175614,Diffusion_L3,1
9910641,Diffusion_L3,1
10023161,Diffusion_L3,1
11288888,Diffusion_L3,1
12136419,Diffusion_L3,1
10527797,Diffusion_L3,1
12156165,Diffusion_L3,1
10852742,Diffusion_L3,1
7246000,Diffusion_L3,1
8060308,Diffusion_L3,1
11706521,Diffusion_L3,1
11624929,Diffusion_L3,1
9593521,Diffusion_L3,1
10660541,Diffusion_L3,1
8217830,Diffusion_L3,1
11856479,Diffusion_L3,1
9495876,Diffusion_L3,1
12118999,Diffusion_L3,1
11597319,Diffusion_L3,1
12009007,Diffusion_L3,1
7693303,Diffusion_L3,1
8983679,Diffusion_L3,1
9338409,Diffusion_L3,1
9576015,Diffusion_L3,1
9031774,Diffusion_L3,1
11568105,Diffusion_L3,1
10207705,Diffusion_L3,1
11124207,Diffusion_L3,1
11302347,Diffusion_L3,1
7639841,Diffusion_L3,1
12240440,Diffusion_L3,1
11696060,Diffusion_L3,1
11800306,Diffusion_L3,1
12425766,Diffusion_L3,1
11184585,Diffusion_L3,1
11337652,Diffusion_L3,1
11673546,Diffusion_L3,1
11862151,Diffusion_L3,1
6950733,Diffusion_L3,1
10286855,Diffusion_L3,1
9581696,Diffusion_L3,1
11395135,Diffusion_L3,1
9268012,Diffusion_L3,1
12293763,Diffusion_L3,1
12132459,Diffusion_L3,1
11809886,Diffusion_L3,1
11934628,Diffusion_L3,1
11754828,Diffusion_L3,1
8355839,Diffusion_L3,1
10780826,Diffusion_L3,1
9981193,Diffusion_L3,1
9352623,Diffusion_L3,1
12100225,Diffusion_L3,1
10803744,Diffusion_L3,1
7822543,Diffusion_L3,1
9507150,Diffusion_L3,1
11928306,Diffusion_L3,1
11941164,Diffusion_L3,1
10003755,Diffusion_L3,1
10007679,Diffusion_L3,1
8180518,Diffusion_L3,1
10169999,Diffusion_L3,1
8481910,Diffusion_L3,1
12122372,Diffusion_L3,1
11715236,Diffusion_L3,1
11514947,Diffusion_L3,1
11580711,Diffusion_L3,1
12309726,Diffusion_L3,1
6785631,Diffusion_L3,1
10481740,Diffusion_L3,1
12141362,Diffusion_L3,1
10393508,Diffusion_L3,1
7565231,Diffusion_L3,1
7650211,Diffusion_L3,1
11192500,Diffusion_L3,1
12405673,Diffusion_L3,1
8170740,Diffusion_L3,1
8391557,Diffusion_L3,1
6940397,Diffusion_L3,1
11054973,Diffusion_L3,1
11551690,Diffusion_L3,1
11481030,Diffusion_L3,1
10053013,Diffusion_L3,1
11726642,Diffusion_L3,1
8842021,Diffusion_L3,1
11155211,Diffusion_L3,1
12039102,Diffusion_L3,1
12147654,Diffusion_L3,1
9582907,Diffusion_L3,1
9335178,Diffusion_L3,1
D768184,Diffusion_L3,1
9185233,Diffusion_L3,1
10427679,Diffusion_L3,1
9824285,Diffusion_L3,1
11604277,Diffusion_L3,1
11403887,Diffusion_L3,1
9389779,Diffusion_L3,1
6668218,Diffusion_L3,1
8049640,Diffusion_L3,1
6924750,Diffusion_L3,1
11500611,Diffusion_L3,1
11800305,Diffusion_L3,1
6784809,Diffusion_L3,1
9896096,Diffusion_L3,1
D998637,Diffusion_L3,1
9171217,Diffusion_L3,1
11546280,Diffusion_L3,1
7312696,Diffusion_L3,1
10328932,Diffusion_L3,1
11455771,Diffusion_L3,1
10735638,Diffusion_L3,1
9754413,Diffusion_L3,1
9704289,Diffusion_L3,1
10325416,Diffusion_L3,1
10652470,Diffusion_L3,1
10744940,Diffusion_L3,1
11776194,Diffusion_L3,1
8629800,Diffusion_L3,1
9258722,Diffusion_L3,1
10053012,Diffusion_L3,1
11353440,Diffusion_L3,1
11659133,Diffusion_L3,1
8492698,Diffusion_L3,1
11951900,Diffusion_L3,1
10225544,Diffusion_L3,1
11127143,Diffusion_L3,1
11863702,Diffusion_L3,1
9946777,Diffusion_L3,1
10609335,Diffusion_L3,1
10969530,Diffusion_L3,1
10872214,Diffusion_L3,1
10444021,Diffusion_L3,1
11433816,Diffusion_L3,1
12422977,Diffusion_L3,1
9491450,Diffusion_L3,1
11838734,Diffusion_L3,1
11320571,Diffusion_L3,1
11876763,Diffusion_L3,1
9499114,Diffusion_L3,1
10878811,Diffusion_L3,1
9264672,Diffusion_L3,1
11285875,Diffusion_L3,1
7750840,Diffusion_L3,1
11703645,Diffusion_L3,1
11720115,Diffusion_L3,1
11991469,Diffusion_L3,1
RE49748,Diffusion_L3,1
11107261,Diffusion_L3,1
9497544,Diffusion_L3,1
10970936,Diffusion_L3,1
10300856,Diffusion_L3,1
12231437,Diffusion_L3,1
9694751,Diffusion_L3,1
9900522,Diffusion_L3,1
9395903,Diffusion_L3,1
10586540,Diffusion_L3,1
11618441,Diffusion_L3,1
6470237,Diffusion_L3,1
9990046,Diffusion_L3,1
10232797,Diffusion_L3,1
11175512,Diffusion_L3,1
9547421,Diffusion_L3,1
10295824,Diffusion_L3,1
7508980,Diffusion_L3,1
8000894,Diffusion_L3,1
12424220,Diffusion_L3,1
10922992,Diffusion_L3,1
12005845,Diffusion_L3,1
6559769,Diffusion_L3,1
11201994,Diffusion_L3,1
10872607,Diffusion_L3,1
11995376,Diffusion_L3,1
9774790,Diffusion_L3,1
12400340,Diffusion_L3,1
8100568,Diffusion_L3,1
10228452,Diffusion_L3,1
12047752,Diffusion_L3,1
9607377,Diffusion_L3,1
10867623,Diffusion_L3,1
7711479,Diffusion_L3,1
9674413,Diffusion_L3,1
11977682,Diffusion_L3,1
12244552,Diffusion_L3,1
12167222,Diffusion_L3,1
10573093,Diffusion_L3,1
9898647,Diffusion_L3,1
10375313,Diffusion_L3,1
11192497,Diffusion_L3,1
12175022,Diffusion_L3,1
11962598,Diffusion_L3,1
12314485,Diffusion_L3,1
12302075,Diffusion_L3,1
8824781,Diffusion_L3,1
12105891,Diffusion_L3,1
9919723,Diffusion_L3,1
9352752,Diffusion_L3,1
10564419,Diffusion_L3,1
11557294,Diffusion_L3,1
12002168,Diffusion_L3,1
10990454,Diffusion_L3,1
8665079,Diffusion_L3,1
10021278,Diffusion_L3,1
D786892,Diffusion_L3,1
11200889,Diffusion_L3,1
8511841,Diffusion_L3,1
11203294,Diffusion_L3,1
6718232,Diffusion_L3,1
12032743,Diffusion_L3,1
9875492,Diffusion_L3,1
11797162,Diffusion_L3,1
8503062,Diffusion_L3,1
10843708,Diffusion_L3,1
7106219,Diffusion_L3,1
7523000,Diffusion_L3,1
10701247,Diffusion_L3,1
9230442,Diffusion_L3,1
9260095,Diffusion_L3,1
10493917,Diffusion_L3,1
11551374,Diffusion_L3,1
8908039,Diffusion_L3,1
7832882,Diffusion_L3,1
7480570,Diffusion_L3,1
8510034,Diffusion_L3,1
D735214,Diffusion_L3,1
8892271,Diffusion_L3,1
11539876,Diffusion_L3,1
11503418,Diffusion_L3,1
10735643,Diffusion_L3,1
7425076,Diffusion_L3,1
9140789,Diffusion_L3,1
9507021,Diffusion_L3,1
12314462,Diffusion_L3,1
10642058,Diffusion_L3,1
11368803,Diffusion_L3,1
7932853,Diffusion_L3,1
10362944,Diffusion_L3,1
11107286,Diffusion_L3,1
10130881,Diffusion_L3,1
11528578,Diffusion_L3,1
9373118,Diffusion_L3,1
8543330,Diffusion_L3,1
11727660,Diffusion_L3,1
11303981,Diffusion_L3,1
10670713,Diffusion_L3,1
10325417,Diffusion_L3,1
7667579,Diffusion_L3,1
12353628,Diffusion_L3,1
11638147,Diffusion_L3,1
11586046,Diffusion_L3,1
11558325,Diffusion_L3,1
10187615,Diffusion_L3,1
12154237,Diffusion_L3,1
10908013,Diffusion_L3,1
9715110,Diffusion_L3,1
D783480,Diffusion_L3,1
8433483,Diffusion_L3,1
12298473,Diffusion_L3,1
12131011,Diffusion_L3,1
10789840,Diffusion_L3,1
11538451,Diffusion_L3,1
12154238,Diffusion_L3,1
11805378,Diffusion_L3,1
11212831,Diffusion_L3,1
10015452,Diffusion_L3,1
11288039,Diffusion_L3,1
11888791,Diffusion_L3,1
11320979,Diffusion_L3,1
9191634,Diffusion_L3,1
9988047,Diffusion_L3,1
7359782,Diffusion_L3,1
10684350,Diffusion_L3,1
8446470,Diffusion_L3,1
8510030,Diffusion_L3,1
9619720,Diffusion_L3,1
9927522,Diffusion_L3,1
12299207,Diffusion_L3,1
10970374,Diffusion_L3,1
10684692,Diffusion_L3,1
10112528,Diffusion_L3,1
11800048,Diffusion_L3,1
12079391,Diffusion_L3,1
9922108,Diffusion_L3,1
11200894,Diffusion_L3,1
9946089,Diffusion_L3,1
6498618,Diffusion_L3,1
9626015,Diffusion_L3,1
11531520,Diffusion_L3,1
11308958,Diffusion_L3,1
10846781,Diffusion_L3,1
9285893,Diffusion_L3,1
7738733,Diffusion_L3,1
9563962,Diffusion_L3,1
11816256,Diffusion_L3,1
10183541,Diffusion_L3,1
7339149,Diffusion_L3,1
11301048,Diffusion_L3,1
11960661,Diffusion_L3,1
9741136,Diffusion_L3,1
10661167,Diffusion_L3,1
10334230,Diffusion_L3,1
6765500,Diffusion_L3,1
11461966,Diffusion_L3,1
9791857,Diffusion_L3,1
12367616,Diffusion_L3,1
8781217,Diffusion_L3,1
D813245,Diffusion_L3,1
6850156,Diffusion_L3,1
11618442,Diffusion_L3,1
11007937,Diffusion_L3,1
9386303,Diffusion_L3,1
11106638,Diffusion_L3,1
10768619,Diffusion_L3,1
8288711,Diffusion_L3,1
11619483,Diffusion_L3,1
8725476,Diffusion_L3,1
11588825,Diffusion_L3,1
11927986,Diffusion_L3,1
11919449,Diffusion_L3,1
10325360,Diffusion_L3,1
8325055,Diffusion_L3,1
11861061,Diffusion_L3,1
12170873,Diffusion_L3,1
10663553,Diffusion_L3,1
8814401,Diffusion_L3,1
10994774,Diffusion_L3,1
6765499,Diffusion_L3,1
12169599,Diffusion_L3,1
9428192,Diffusion_L3,1
10235412,Diffusion_L3,1
9156372,Diffusion_L3,1
11783827,Diffusion_L3,1
9731653,Diffusion_L3,1
11978283,Diffusion_L3,1
12284479,Diffusion_L3,1
8271187,Diffusion_L3,1
11832053,Diffusion_L3,1
11305691,Diffusion_L3,1
9307317,Diffusion_L3,1
11216069,Diffusion_L3,1
9366864,Diffusion_L3,1
10942274,Diffusion_L3,1
11504626,Diffusion_L3,1
12262174,Diffusion_L3,1
8682522,Diffusion_L3,1
9834153,Diffusion_L3,1
12153446,Diffusion_L3,1
10055651,Diffusion_L3,1
8855910,Diffusion_L3,1
10235775,Diffusion_L3,1
10445057,Diffusion_L3,1
10067571,Diffusion_L3,1
8577549,Diffusion_L3,1
9916660,Diffusion_L3,1
9278654,Diffusion_L3,1
9723272,Diffusion_L3,1
9792676,Diffusion_L3,1
11100923,Diffusion_L3,1
D924761,Diffusion_L3,1
11681293,Diffusion_L3,1
10325172,Diffusion_L3,1
10586119,Diffusion_L3,1
11445315,Diffusion_L3,1
11671920,Diffusion_L3,1
10407080,Diffusion_L3,1
10401620,Diffusion_L3,1
11941166,Diffusion_L3,1
10791273,Diffusion_L3,1
9306808,Diffusion_L3,1
10057078,Diffusion_L3,1
6915188,Diffusion_L3,1
11100913,Diffusion_L3,1
7800486,Diffusion_L3,1
12159085,Diffusion_L3,1
11970113,Diffusion_L3,1
11921998,Diffusion_L3,1
12268475,Diffusion_L3,1
10421013,Diffusion_L3,1
11540047,Diffusion_L3,1
12393613,Diffusion_L3,1
9041806,Diffusion_L3,1
10871943,Diffusion_L3,1
9376060,Diffusion_L3,1
10156681,Diffusion_L3,1
12375052,Diffusion_L3,1
9435891,Diffusion_L3,1
10284764,Diffusion_L3,1
8755569,Diffusion_L3,1
11109018,Diffusion_L3,1
11641517,Diffusion_L3,1
7489992,Diffusion_L3,1
12158982,Diffusion_L3,1
9463744,Diffusion_L3,1
10613413,Diffusion_L3,1
7572017,Diffusion_L3,1
11722904,Diffusion_L3,1
11180155,Diffusion_L3,1
7619508,Diffusion_L3,1
12141501,Diffusion_L3,1
9318020,Diffusion_L3,1
10297256,Diffusion_L3,1
8964004,Diffusion_L3,1
10576977,Diffusion_L3,1
11610241,Diffusion_L3,1
10688993,Diffusion_L3,1
11015930,Diffusion_L3,1
8653959,Diffusion_L3,1
8423280,Diffusion_L3,1
10168418,Diffusion_L3,1
10108010,Diffusion_L3,1
9934580,Diffusion_L3,1
10025975,Diffusion_L3,1
10536618,Diffusion_L3,1
9117123,Diffusion_L3,1
9519089,Diffusion_L3,1
7584047,Diffusion_L3,1
9247211,Diffusion_L3,1
11031014,Diffusion_L3,1
7376247,Diffusion_L3,1
9085261,Diffusion_L3,1
7016772,Diffusion_L3,1
12159412,Diffusion_L3,1
12204807,Diffusion_L3,1
12340481,Diffusion_L3,1
12322390,Diffusion_L3,1
11012668,Diffusion_L3,1
7605773,Diffusion_L3,1
8824737,Diffusion_L3,1
9132840,Diffusion_L3,1
10313812,Diffusion_L3,1
11285879,Diffusion_L3,1
11215834,Diffusion_L3,1
11553140,Diffusion_L3,1
11361522,Diffusion_L3,1
11874468,Diffusion_L3,1
10529302,Diffusion_L3,1
11567535,Diffusion_L3,1
10029616,Diffusion_L3,1
11696081,Diffusion_L3,1
11983463,Diffusion_L3,1
12254887,Diffusion_L3,1
12210736,Diffusion_L3,1
11847426,Diffusion_L3,1
8094002,Diffusion_L3,1
10048749,Diffusion_L3,1
10350494,Diffusion_L3,1
7474256,Diffusion_L3,1
9505349,Diffusion_L3,1
11708026,Diffusion_L3,1
12089953,Diffusion_L3,1
9916668,Diffusion_L3,1
11663059,Diffusion_L3,1
12282607,Diffusion_L3,1
10594917,Diffusion_L3,1
8506096,Diffusion_L3,1
8072318,Diffusion_L3,1
10359273,Diffusion_L3,1
7095336,Diffusion_L3,1
12149897,Diffusion_L3,1
9538493,Diffusion_L3,1
12306301,Diffusion_L3,1
12265761,Diffusion_L3,1
10800332,Diffusion_L3,1
12026197,Diffusion_L3,1
7089083,Diffusion_L3,1
9778752,Diffusion_L3,1
7218207,Diffusion_L3,1
10444357,Diffusion_L3,1
9933684,Diffusion_L3,1
7415331,Diffusion_L3,1
10365889,Diffusion_L3,1
9802609,Diffusion_L3,1
9734714,Diffusion_L3,1
9628843,Diffusion_L3,1
10870427,Diffusion_L3,1
6791471,Diffusion_L3,1
10043279,Diffusion_L3,1
8332069,Diffusion_L3,1
11557310,Diffusion_L3,1
7725218,Diffusion_L3,1
11734959,Diffusion_L3,1
8465163,Diffusion_L3,1
12265663,Diffusion_L3,1
11995780,Diffusion_L3,1
6539283,Diffusion_L3,1
10504286,Diffusion_L3,1
11579455,Diffusion_L3,1
12093443,Diffusion_L3,1
11021107,Diffusion_L3,1
10191926,Diffusion_L3,1
9600717,Diffusion_L3,1
11482978,Diffusion_L3,1
11572065,Diffusion_L3,1
12155617,Diffusion_L3,1
10082789,Diffusion_L3,1
12165420,Diffusion_L3,1
11402510,Diffusion_L3,1
7136755,Diffusion_L3,1
12296750,Diffusion_L3,1
12373096,Diffusion_L3,1
11698771,Diffusion_L3,1
7626533,Diffusion_L3,1
10814785,Diffusion_L3,1
9811166,Diffusion_L3,1
11133018,Diffusion_L3,1
10733748,Diffusion_L3,1
9769381,Diffusion_L3,1
11138975,Diffusion_L3,1
11968639,Diffusion_L3,1
11551700,Diffusion_L3,1
10772519,Diffusion_L3,1
10979959,Diffusion_L3,1
11740472,Diffusion_L3,1
9177477,Diffusion_L3,1
8300615,Diffusion_L3,1
8339526,Diffusion_L3,1
9414016,Diffusion_L3,1
7034742,Diffusion_L3,1
10764679,Diffusion_L3,1
7081849,Diffusion_L3,1
7162340,Diffusion_L3,1
10339654,Diffusion_L3,1
10584962,Diffusion_L3,1
8189871,Diffusion_L3,1
11481963,Diffusion_L3,1
9553423,Diffusion_L3,1
7188026,Diffusion_L3,1
11750969,Diffusion_L3,1
12045419,Diffusion_L3,1
12423910,Diffusion_L3,1
10306190,Diffusion_L3,1
11857153,Diffusion_L3,1
10270983,Diffusion_L3,1
6480789,Diffusion_L3,1
8277059,Diffusion_L3,1
11941149,Diffusion_L3,1
10300926,Diffusion_L3,1
6703946,Diffusion_L3,1
11776208,Diffusion_L3,1
10043386,Diffusion_L3,1
11132989,Diffusion_L3,1
7512251,Diffusion_L3,1
11127210,Diffusion_L3,1
9736435,Diffusion_L3,1
6778906,Diffusion_L3,1
8880335,Diffusion_L3,1
10759419,Diffusion_L3,1
9105051,Diffusion_L3,1
7995801,Diffusion_L3,1
9919705,Diffusion_L3,1
7881865,Diffusion_L3,1
12211490,Diffusion_L3,1
9734698,Diffusion_L3,1
7671727,Diffusion_L3,1
11924283,Diffusion_L3,1
12262952,Diffusion_L3,1
11493993,Diffusion_L3,1
7906756,Diffusion_L3,1
10612958,Diffusion_L3,1
8742987,Diffusion_L3,1
11991506,Diffusion_L3,1
9946738,Diffusion_L3,1
RE47354,Diffusion_L3,1
11386911,Diffusion_L3,1
9751465,Diffusion_L3,1
8162518,Diffusion_L3,1
9834146,Diffusion_L3,1
11710487,Diffusion_L3,1
9014911,Diffusion_L3,1
9740937,Diffusion_L3,1
D865723,Diffusion_L3,1
10150417,Diffusion_L3,1
12282706,Diffusion_L3,1
11601580,Diffusion_L3,1
10062201,Diffusion_L3,1
12217748,Diffusion_L3,1
8309907,Diffusion_L3,1
11941176,Diffusion_L3,1
9424490,Diffusion_L3,1
11115861,Diffusion_L3,1
9436998,Diffusion_L3,1
10160437,Diffusion_L3,1
9244165,Diffusion_L3,1
10819943,Diffusion_L3,1
6798354,Diffusion_L3,1
9632658,Diffusion_L3,1
10869611,Diffusion_L3,1
9653060,Diffusion_L3,1
12411555,Diffusion_L3,1
11322171,Diffusion_L3,1
D761857,Diffusion_L3,1
10841491,Diffusion_L3,1
12386434,Diffusion_L3,1
10818290,Diffusion_L3,1
10653381,Diffusion_L3,1
10405440,Diffusion_L3,1
10354658,Diffusion_L3,1
9090211,Diffusion_L3,1
9778654,Diffusion_L3,1
11930298,Diffusion_L3,1
12087308,Diffusion_L3,1
9916699,Diffusion_L3,1
10165171,Diffusion_L3,1
11948263,Diffusion_L3,1
12023285,Diffusion_L3,1
9254846,Diffusion_L3,1
D753722,Diffusion_L3,1
10173133,Diffusion_L3,1
12140764,Diffusion_L3,1
8177376,Diffusion_L3,1
10509626,Diffusion_L3,1
9710068,Diffusion_L3,1
11899519,Diffusion_L3,1
8605949,Diffusion_L3,1
11825290,Diffusion_L3,1
8608327,Diffusion_L3,1
9779379,Diffusion_L3,1
10169822,Diffusion_L3,1
9764744,Diffusion_L3,1
11314084,Diffusion_L3,1
9613262,Diffusion_L3,1
11200870,Diffusion_L3,1
8203443,Diffusion_L3,1
11899238,Diffusion_L3,1
11300964,Diffusion_L3,1
10163263,Diffusion_L3,1
10264249,Diffusion_L3,1
11204215,Diffusion_L3,1
11165975,Diffusion_L3,1
10817126,Diffusion_L3,1
8194133,Diffusion_L3,1
10195995,Diffusion_L3,1
8964732,Diffusion_L3,1
11741840,Diffusion_L3,1
9767345,Diffusion_L3,1
11832015,Diffusion_L3,1
11210808,Diffusion_L3,1
8434919,Diffusion_L3,1
11838745,Diffusion_L3,1
10664327,Diffusion_L3,1
9684380,Diffusion_L3,1
7586666,Diffusion_L3,1
10919458,Diffusion_L3,1
11265514,Diffusion_L3,1
9205776,Diffusion_L3,1
10726578,Diffusion_L3,1
8063753,Diffusion_L3,1
8282253,Diffusion_L3,1
8170748,Diffusion_L3,1
11241156,Diffusion_L3,1
11508160,Diffusion_L3,1
11670059,Diffusion_L3,1
11855947,Diffusion_L3,1
10417769,Diffusion_L3,1
9491451,Diffusion_L3,1
12201387,Diffusion_L3,1
8195364,Diffusion_L3,1
10883821,Diffusion_L3,1
11184704,Diffusion_L3,1
12151162,Diffusion_L3,1
9530213,Diffusion_L3,1
9997068,Diffusion_L3,1
12403894,Diffusion_L3,1
7113107,Diffusion_L3,1
11947873,Diffusion_L3,1
11050934,Diffusion_L3,1
11405430,Diffusion_L3,1
12010455,Diffusion_L3,1
11861068,Diffusion_L3,1
11567573,Diffusion_L3,1
11892859,Diffusion_L3,1
11889290,Diffusion_L3,1
10321064,Diffusion_L3,1
9319637,Diffusion_L3,1
11090554,Diffusion_L3,1
11288842,Diffusion_L3,1
11782577,Diffusion_L3,1
7580549,Diffusion_L3,1
9177476,Diffusion_L3,1
10291894,Diffusion_L3,1
12283269,Diffusion_L3,1
9599813,Diffusion_L3,1
12197817,Diffusion_L3,1
11099653,Diffusion_L3,1
D753719,Diffusion_L3,1
6850838,Diffusion_L3,1
11828853,Diffusion_L3,1
12001933,Diffusion_L3,1
12081862,Diffusion_L3,1
6708081,Diffusion_L3,1
11899842,Diffusion_L3,1
11961401,Diffusion_L3,1
9014953,Diffusion_L3,1
9779449,Diffusion_L3,1
11183183,Diffusion_L3,1
10685623,Diffusion_L3,1
11847836,Diffusion_L3,1
