Source,Target,Type
12204693,8487938,Diffusion
12204693,8856691,Diffusion
12204695,8631355,Diffusion
12204695,8659658,Diffusion
12204695,8843857,Diffusion
12204807,8487938,Diffusion
12204807,8856691,Diffusion
12204932,10585957,Diffusion
12204932,10642934,Diffusion
12208789,6553130,Diffusion
12209877,6553130,Diffusion
12210153,8670029,Diffusion
12210736,8487938,Diffusion
12210736,8856691,Diffusion
12211490,8385557,Diffusion
12211502,10585957,Diffusion
12211502,10642934,Diffusion
12212536,8487938,Diffusion
12212536,8856691,Diffusion
12212937,8385557,Diffusion
12214781,6553130,Diffusion
12216823,8487938,Diffusion
12216823,8856691,Diffusion
12216827,8487938,Diffusion
12216827,8856691,Diffusion
12216894,10585957,Diffusion
12216894,10642934,Diffusion
12217748,8385557,Diffusion
12217765,8385557,Diffusion
12219314,10585957,Diffusion
12219314,10642934,Diffusion
12221472,10642934,Diffusion
12223282,10585957,Diffusion
12223282,10642934,Diffusion
12223402,8487938,Diffusion
12223402,8856691,Diffusion
12223612,8295546,Diffusion
12229342,8487938,Diffusion
12229342,8856691,Diffusion
12230291,8385557,Diffusion
12231437,8487938,Diffusion
12231437,8856691,Diffusion
12233860,6275773,Diffusion
12233860,6487500,Diffusion
12236008,9244533,Diffusion
12236148,8487938,Diffusion
12236148,8856691,Diffusion
12236512,8487938,Diffusion
12236512,8856691,Diffusion
12236528,8631355,Diffusion
12236528,8659658,Diffusion
12236528,8843857,Diffusion
12236932,8385557,Diffusion
12236952,10585957,Diffusion
12236952,10642934,Diffusion
12238490,8385557,Diffusion
12239763,10642934,Diffusion
12240440,8587583,Diffusion
12242312,8631355,Diffusion
12242312,8659658,Diffusion
12242312,8843857,Diffusion
12244552,8487938,Diffusion
12244552,8856691,Diffusion
12244957,6553130,Diffusion
12244963,6553130,Diffusion
12247846,9244533,Diffusion
12248150,8670029,Diffusion
12249035,9244533,Diffusion
12250526,8385557,Diffusion
12250536,8745541,Diffusion
12254141,9244533,Diffusion
12254887,10585957,Diffusion
12254887,10642934,Diffusion
12260023,8631355,Diffusion
12260023,8659658,Diffusion
12260023,8843857,Diffusion
12260151,8385557,Diffusion
12260234,10585957,Diffusion
12260234,10642934,Diffusion
12262174,8385557,Diffusion
12262952,8320621,Diffusion
12265655,9244533,Diffusion
12265663,8487938,Diffusion
12265663,8856691,Diffusion
12265664,8487938,Diffusion
12265664,8856691,Diffusion
12265761,8631355,Diffusion
12265761,8659658,Diffusion
12265761,8843857,Diffusion
12266057,8487938,Diffusion
12266057,8856691,Diffusion
12267545,9244533,Diffusion
12267652,8385557,Diffusion
12268475,8320621,Diffusion
12271035,8670029,Diffusion
12271517,8487938,Diffusion
12271517,8856691,Diffusion
12271532,8487938,Diffusion
12271532,8856691,Diffusion
12271586,8487938,Diffusion
12271586,8856691,Diffusion
12274939,8659658,Diffusion
12276895,8670029,Diffusion
12277954,10585957,Diffusion
12277954,10642934,Diffusion
12282607,8487938,Diffusion
12282607,8856691,Diffusion
12282706,8385557,Diffusion
12283269,8385557,Diffusion
12284479,8385557,Diffusion
12287913,8295546,Diffusion
12288298,8487938,Diffusion
12288298,8856691,Diffusion
12288558,8385557,Diffusion
12289584,8385557,Diffusion
12292564,8320621,Diffusion
12293203,10585957,Diffusion
12293450,9244533,Diffusion
12293763,10585957,Diffusion
12293763,10642934,Diffusion
12293764,10642934,Diffusion
12296750,6553130,Diffusion
12298473,9244533,Diffusion
12298513,8670029,Diffusion
12299207,8631355,Diffusion
12299207,8659658,Diffusion
12299207,8843857,Diffusion
12299798,8487938,Diffusion
12299798,8856691,Diffusion
12301635,10585957,Diffusion
12301635,10642934,Diffusion
12302037,9244533,Diffusion
12302075,8385557,Diffusion
12306301,8631355,Diffusion
12306301,8659658,Diffusion
12306301,8843857,Diffusion
12306418,8670029,Diffusion
12306585,8670029,Diffusion
12307287,8487938,Diffusion
12307287,8856691,Diffusion
12309326,8385557,Diffusion
12309726,6553130,Diffusion
12314462,9244533,Diffusion
12314472,8487938,Diffusion
12314472,8856691,Diffusion
12314478,8631355,Diffusion
12314478,8659658,Diffusion
12314478,8843857,Diffusion
12314485,8487938,Diffusion
12314485,8856691,Diffusion
12314553,8295546,Diffusion
12314633,8385557,Diffusion
12314681,8631355,Diffusion
12322390,8385557,Diffusion
12327302,8487938,Diffusion
12327302,8856691,Diffusion
12327549,8385557,Diffusion
12327556,8385557,Diffusion
12332438,8487938,Diffusion
12332438,8856691,Diffusion
12333081,8631355,Diffusion
12333081,8659658,Diffusion
12333081,8843857,Diffusion
12333404,10585957,Diffusion
12333404,10642934,Diffusion
12333658,8487938,Diffusion
12333658,8856691,Diffusion
12334081,8385557,Diffusion
12340142,8487938,Diffusion
12340142,8856691,Diffusion
12340481,8295546,Diffusion
12348855,8487938,Diffusion
12348855,8856691,Diffusion
12352591,6553130,Diffusion
12352960,8670029,Diffusion
12353628,8487938,Diffusion
12353628,8856691,Diffusion
12353840,8487938,Diffusion
12353840,8856691,Diffusion
12354223,8587583,Diffusion
12360557,9244533,Diffusion
12360558,9244533,Diffusion
12360663,8487938,Diffusion
12360663,8856691,Diffusion
12360734,8385557,Diffusion
12361645,8587583,Diffusion
12361648,8487938,Diffusion
12361648,8856691,Diffusion
12361664,8487938,Diffusion
12361664,8856691,Diffusion
12361943,10585957,Diffusion
12361943,10642934,Diffusion
12366769,9244533,Diffusion
12366823,8670029,Diffusion
12367616,8487938,Diffusion
12367616,8856691,Diffusion
12367687,6553130,Diffusion
12367879,10585957,Diffusion
12367879,10642934,Diffusion
12373096,8487938,Diffusion
12373096,8856691,Diffusion
12374055,8487938,Diffusion
12374055,8856691,Diffusion
12375052,8385557,Diffusion
12379547,8670029,Diffusion
12379770,10642934,Diffusion
12379834,8295546,Diffusion
12379981,9244533,Diffusion
12380238,9244533,Diffusion
12380618,8487938,Diffusion
12380618,8856691,Diffusion
12380925,8487938,Diffusion
12380925,8856691,Diffusion
12382188,8487938,Diffusion
12382188,8856691,Diffusion
12386430,8631355,Diffusion
12386430,8659658,Diffusion
12386430,8843857,Diffusion
12386434,10585957,Diffusion
12386434,10642934,Diffusion
12386491,10585957,Diffusion
12386491,10642934,Diffusion
12387403,8487938,Diffusion
12387403,8856691,Diffusion
12387716,8385557,Diffusion
12391183,6487500,Diffusion
12392902,6553130,Diffusion
12393272,8745541,Diffusion
12393274,8745541,Diffusion
12393316,8631355,Diffusion
12393316,8659658,Diffusion
12393316,8843857,Diffusion
12393613,8487938,Diffusion
12393613,8856691,Diffusion
12394077,8295546,Diffusion
12397477,8670029,Diffusion
12399326,8670029,Diffusion
12400340,8320621,Diffusion
12401772,8487938,Diffusion
12401772,8856691,Diffusion
12403894,6553130,Diffusion
12405471,8670029,Diffusion
12405507,8670029,Diffusion
12405672,8487938,Diffusion
12405672,8856691,Diffusion
12405673,8631355,Diffusion
12405673,8659658,Diffusion
12405673,8843857,Diffusion
12405675,8487938,Diffusion
12405675,8856691,Diffusion
12407792,8587583,Diffusion
12411555,8487938,Diffusion
12411555,8856691,Diffusion
12412347,8487938,Diffusion
12412347,8856691,Diffusion
12416798,8320621,Diffusion
12422977,8295546,Diffusion
12423910,8487938,Diffusion
12423910,8856691,Diffusion
12424220,8385557,Diffusion
12425766,8385557,Diffusion
12426788,8320621,Diffusion
12429953,8487938,Diffusion
12429953,8856691,Diffusion
12431128,10585957,Diffusion
12431128,10642934,Diffusion
12432441,8487938,Diffusion
12432441,8856691,Diffusion
5210799,4901362,Internal
5311336,4901362,Internal
5408541,4901362,Internal
5600733,4901362,Internal
5604822,4901362,Internal
5719774,4901362,Internal
5825922,4901362,Internal
5825922,5604822,Internal
5923781,4901362,Internal
6019496,4901362,Internal
6118886,4901362,Internal
6229918,4901362,Internal
6229918,5604822,Internal
6275773,4901362,Internal
6487500,4901362,Internal
6487500,6275773,Internal
6411871,6275773,Diffusion
6420997,6275773,Diffusion
6430506,6275773,Diffusion
6438456,6275773,Diffusion
6456910,6275773,Diffusion
6459403,6275773,Diffusion
6470237,6275773,Diffusion
6470261,6275773,Diffusion
6470272,6275773,Diffusion
6480789,6275773,Diffusion
6487500,6275773,Diffusion
6498618,6275773,Diffusion
6512965,6275773,Diffusion
6519506,6275773,Diffusion
6553130,4901362,Internal
6529831,6275773,Diffusion
6539283,6275773,Diffusion
6553307,6487500,Diffusion
6559769,6275773,Diffusion
6560511,6275773,Diffusion
6567749,6275773,Diffusion
6571161,6275773,Diffusion
6580976,6275773,Diffusion
6581000,6275773,Diffusion
6587751,6275773,Diffusion
6606561,6275773,Diffusion
6650965,6275773,Diffusion
6662108,6275773,Diffusion
6662108,6487500,Diffusion
6668218,6275773,Diffusion
6668218,6487500,Diffusion
6675096,6275773,Diffusion
6681174,6275773,Diffusion
6681180,6275773,Diffusion
6684127,6275773,Diffusion
6684137,6275773,Diffusion
6684137,6487500,Diffusion
6693563,6275773,Diffusion
6703946,6275773,Diffusion
6708081,6275773,Diffusion
6708085,6487500,Diffusion
6718232,6275773,Diffusion
6718232,6487500,Diffusion
6721632,6275773,Diffusion
6725049,6275773,Diffusion
6727847,6487500,Diffusion
6737989,6275773,Diffusion
6741187,6275773,Diffusion
6744384,6275773,Diffusion
6748325,6275773,Diffusion
6748325,6487500,Diffusion
6760645,6275773,Diffusion
6760646,6275773,Diffusion
6763292,6275773,Diffusion
6765499,6275773,Diffusion
6765500,6275773,Diffusion
6766309,6487500,Diffusion
6771188,6275773,Diffusion
6778906,6487500,Diffusion
6778928,6275773,Diffusion
6784809,6275773,Diffusion
6785631,6275773,Diffusion
6785631,6487500,Diffusion
6791471,6275773,Diffusion
6798354,6275773,Diffusion
6798355,6275773,Diffusion
6798356,6275773,Diffusion
6803861,6275773,Diffusion
6906639,4901362,Internal
6906639,6553130,Internal
6813561,6275773,Diffusion
6816089,6275773,Diffusion
6819261,6553130,Diffusion
6819269,6275773,Diffusion
6822563,6553130,Diffusion
6842189,6553130,Diffusion
6844827,6275773,Diffusion
6850156,6553130,Diffusion
6850838,6275773,Diffusion
6850838,6487500,Diffusion
6853919,6487500,Diffusion
6889171,6487500,Diffusion
6895305,6275773,Diffusion
6895311,6275773,Diffusion
6906621,6553130,Diffusion
6906639,6553130,Diffusion
6909381,6275773,Diffusion
6915188,6275773,Diffusion
6924736,6275773,Diffusion
6924750,6275773,Diffusion
6926374,6553130,Diffusion
6940397,6275773,Diffusion
7006694,4901362,Internal
7006694,5600733,Internal
6950733,6275773,Diffusion
6950733,6487500,Diffusion
6956503,6275773,Diffusion
6975923,6275773,Diffusion
6975923,6487500,Diffusion
7006904,6275773,Diffusion
7006917,6275773,Diffusion
7013149,6275773,Diffusion
7015830,6275773,Diffusion
7016772,6487500,Diffusion
7016783,6275773,Diffusion
7023333,6275773,Diffusion
7023333,6487500,Diffusion
7034742,6275773,Diffusion
7035721,6275773,Diffusion
7042949,6487500,Diffusion
7045783,6275773,Diffusion
7046125,6275773,Diffusion
7053797,6275773,Diffusion
7057532,6487500,Diffusion
7076331,6275773,Diffusion
7079924,6275773,Diffusion
7079924,6487500,Diffusion
7079924,6553130,Diffusion
7079924,6906639,Diffusion
7081849,6487500,Diffusion
7088219,6275773,Diffusion
7089083,6275773,Diffusion
7089094,6487500,Diffusion
7095315,6553130,Diffusion
7095336,6275773,Diffusion
7095336,6487500,Diffusion
7103456,6487500,Diffusion
7103545,6553130,Diffusion
7106219,6487500,Diffusion
7109854,6553130,Diffusion
7113107,6275773,Diffusion
7119832,6275773,Diffusion
7119832,6487500,Diffusion
7124027,6553130,Diffusion
7136755,6275773,Diffusion
7138909,6553130,Diffusion
7145441,6553130,Diffusion
7149623,6275773,Diffusion
7149625,6553130,Diffusion
7158867,6275773,Diffusion
7162340,6487500,Diffusion
7167127,6487500,Diffusion
7183944,6553130,Diffusion
7188014,6906639,Diffusion
7188026,6487500,Diffusion
7283645,4901362,Internal
7283645,5600733,Internal
7283645,5604822,Internal
7202776,6275773,Diffusion
7206697,6275773,Diffusion
7207588,6906639,Diffusion
7209221,6487500,Diffusion
7218207,6553130,Diffusion
7218993,6487500,Diffusion
7224290,6553130,Diffusion
7227459,6553130,Diffusion
7246000,6275773,Diffusion
7265663,6275773,Diffusion
7265663,6487500,Diffusion
7280674,6275773,Diffusion
7280914,6275773,Diffusion
7280914,6487500,Diffusion
7302344,6275773,Diffusion
7311406,6553130,Diffusion
7312696,6275773,Diffusion
7317987,6275773,Diffusion
7319932,6487500,Diffusion
7325934,6553130,Diffusion
7325935,6553130,Diffusion
7330103,6275773,Diffusion
7339149,6553130,Diffusion
7343231,6275773,Diffusion
7343244,6275773,Diffusion
7344261,6553130,Diffusion
7355524,6906639,Diffusion
7359782,6553130,Diffusion
7359782,6906639,Diffusion
7366325,6553130,Diffusion
7376247,6275773,Diffusion
7379165,6275773,Diffusion
7380948,6553130,Diffusion
7382274,6275773,Diffusion
7382274,6487500,Diffusion
7382276,6487500,Diffusion
7388182,6553130,Diffusion
7402786,6553130,Diffusion
7409279,6553130,Diffusion
7415331,6487500,Diffusion
7423248,6553130,Diffusion
7423553,6275773,Diffusion
7425076,6553130,Diffusion
7444240,6275773,Diffusion
7446650,6487500,Diffusion
7459664,6553130,Diffusion
7465693,6906639,Diffusion
7474256,6906639,Diffusion
7474963,6487500,Diffusion
7477250,6275773,Diffusion
7478578,6487500,Diffusion
7480570,6553130,Diffusion
7483672,6275773,Diffusion
7489992,6487500,Diffusion
7490007,6487500,Diffusion
7494231,6487500,Diffusion
7496449,6553130,Diffusion
7501981,6275773,Diffusion
7501981,6487500,Diffusion
7502687,6275773,Diffusion
7508980,6487500,Diffusion
7510038,6275773,Diffusion
7510038,6906639,Diffusion
7512251,6906639,Diffusion
7515056,6553130,Diffusion
7522091,6275773,Diffusion
7523000,6275773,Diffusion
7526103,6553130,Diffusion
7543947,6487500,Diffusion
7548815,6275773,Diffusion
7548815,6487500,Diffusion
7551103,6906639,Diffusion
7561955,6553130,Diffusion
7565230,6487500,Diffusion
7565231,6487500,Diffusion
7570783,6275773,Diffusion
7570783,6487500,Diffusion
7571042,6487500,Diffusion
7572017,6487500,Diffusion
7579939,6487500,Diffusion
7579940,6487500,Diffusion
7579942,6487500,Diffusion
7579980,6275773,Diffusion
7580549,6275773,Diffusion
7580549,6487500,Diffusion
7583184,6487500,Diffusion
7584047,6487500,Diffusion
7586666,6487500,Diffusion
7589883,6487500,Diffusion
7605773,6553130,Diffusion
7613327,6553130,Diffusion
7616781,6553130,Diffusion
7619508,6487500,Diffusion
7626533,6275773,Diffusion
7629899,6487500,Diffusion
7630806,6487500,Diffusion
7639841,6553130,Diffusion
7643200,6487500,Diffusion
7647178,6487500,Diffusion
7650211,6487500,Diffusion
7655894,6553130,Diffusion
7659810,6275773,Diffusion
7659811,6275773,Diffusion
7667579,6487500,Diffusion
7671727,6275773,Diffusion
7684916,6275773,Diffusion
7684916,6487500,Diffusion
7693303,6906639,Diffusion
7702425,6487500,Diffusion
7711355,6553130,Diffusion
7711464,6275773,Diffusion
7711464,6906639,Diffusion
7711479,6487500,Diffusion
7720597,6275773,Diffusion
7725218,6553130,Diffusion
7728721,6487500,Diffusion
7729859,6487500,Diffusion
7731403,6487500,Diffusion
7738733,6553130,Diffusion
7739006,6275773,Diffusion
7739045,6487500,Diffusion
7750840,6275773,Diffusion
7750840,6487500,Diffusion
7773811,4901362,Internal
7771061,6487500,Diffusion
7774112,6487500,Diffusion
7774137,6487500,Diffusion
7778753,6487500,Diffusion
7783403,6275773,Diffusion
7783403,6487500,Diffusion
7783403,6553130,Diffusion
7783403,6906639,Diffusion
7792329,6553130,Diffusion
7792621,6553130,Diffusion
7792622,6275773,Diffusion
7792622,6487500,Diffusion
7800486,6487500,Diffusion
7800486,6906639,Diffusion
7804980,6553130,Diffusion
7815326,6487500,Diffusion
7821697,6487500,Diffusion
7822543,6487500,Diffusion
7825600,6553130,Diffusion
7826123,6487500,Diffusion
7831407,6275773,Diffusion
7831407,6487500,Diffusion
7832882,6487500,Diffusion
7840355,6487500,Diffusion
7852462,6487500,Diffusion
7855755,6487500,Diffusion
7859428,6487500,Diffusion
7859565,6553130,Diffusion
7859737,6487500,Diffusion
7864399,6487500,Diffusion
7870140,4901362,Internal
7921120,4901362,Internal
7869305,6275773,Diffusion
7871169,6487500,Diffusion
7873187,6553130,Diffusion
7881865,6553130,Diffusion
7888629,6487500,Diffusion
7895135,6487500,Diffusion
7895135,6553130,Diffusion
7895135,6906639,Diffusion
7898398,6487500,Diffusion
7898719,6487500,Diffusion
7899621,6487500,Diffusion
7904218,6275773,Diffusion
7904218,6487500,Diffusion
7906756,6487500,Diffusion
7914188,6487500,Diffusion
7916009,6487500,Diffusion
7916899,6906639,Diffusion
7918570,6487500,Diffusion
7920102,6553130,Diffusion
7926960,6487500,Diffusion
7932853,6275773,Diffusion
7945360,6487500,Diffusion
7949152,6553130,Diffusion
7957876,6906639,Diffusion
8027549,4901362,Internal
8063815,4901362,Internal
7972045,6553130,Diffusion
7974784,6906639,Diffusion
7990283,6487500,Diffusion
7994462,6553130,Diffusion
7994471,6487500,Diffusion
7994936,6553130,Diffusion
7995801,6487500,Diffusion
8000894,6487500,Diffusion
8017898,6553130,Diffusion
8019505,6487500,Diffusion
8019513,6275773,Diffusion
8019513,6487500,Diffusion
8032264,6553130,Diffusion
8041483,6487500,Diffusion
8041505,6487500,Diffusion
8044776,6487500,Diffusion
8047667,6487500,Diffusion
8049640,6487500,Diffusion
8055308,6487500,Diffusion
8060017,6487500,Diffusion
8060109,6275773,Diffusion
8060109,6487500,Diffusion
8060260,6275773,Diffusion
8060260,6487500,Diffusion
8060308,6487500,Diffusion
8063753,6487500,Diffusion
8063759,6553130,Diffusion
8155312,4901362,Internal
8068135,6553130,Diffusion
8068942,6553130,Diffusion
8070332,6553130,Diffusion
8072318,6487500,Diffusion
8083386,6487500,Diffusion
8086406,6275773,Diffusion
8090153,6553130,Diffusion
8094002,6487500,Diffusion
8095248,6275773,Diffusion
8095248,6487500,Diffusion
8095260,6487500,Diffusion
8095310,6487500,Diffusion
8100568,6487500,Diffusion
8106347,6487500,Diffusion
8121345,6275773,Diffusion
8121345,6487500,Diffusion
8121787,6487500,Diffusion
8134117,6487500,Diffusion
8142059,6553130,Diffusion
8150583,6553130,Diffusion
8150639,6487500,Diffusion
8154418,6487500,Diffusion
8155883,6275773,Diffusion
8155883,6487500,Diffusion
8162493,6487500,Diffusion
8162518,6553130,Diffusion
8164464,6487500,Diffusion
8164817,6487500,Diffusion
8213680,4901362,Internal
8253746,4901362,Internal
8264536,4901362,Internal
8265341,4901362,Internal
8267781,4901362,Internal
8170725,6275773,Diffusion
8170725,6487500,Diffusion
8170740,6275773,Diffusion
8170740,6487500,Diffusion
8170748,6487500,Diffusion
8170787,6275773,Diffusion
8170787,6487500,Diffusion
8177376,6487500,Diffusion
8179236,6487500,Diffusion
8179281,6553130,Diffusion
8179586,6487500,Diffusion
8180518,6487500,Diffusion
8184018,6553130,Diffusion
8185275,6275773,Diffusion
8185275,6487500,Diffusion
8189871,6553130,Diffusion
8194133,6487500,Diffusion
8195188,6275773,Diffusion
8195188,6487500,Diffusion
8195341,6275773,Diffusion
8195341,6487500,Diffusion
8195364,6487500,Diffusion
8195364,6553130,Diffusion
8195364,6906639,Diffusion
8203443,6553130,Diffusion
8214140,6275773,Diffusion
8217830,6553130,Diffusion
8222588,6553130,Diffusion
8228588,6487500,Diffusion
8255144,6487500,Diffusion
8260482,6275773,Diffusion
8260482,6487500,Diffusion
8260515,6275773,Diffusion
8260515,6487500,Diffusion
8264377,6275773,Diffusion
8267559,6487500,Diffusion
8279418,4901362,Internal
8284847,4901362,Internal
8294767,4901362,Internal
8295546,4901362,Internal
8296151,4901362,Internal
8311341,4901362,Internal
8320619,4901362,Internal
8320621,4901362,Internal
8325909,4901362,Internal
8325984,4901362,Internal
8330134,4901362,Internal
8330822,4901362,Internal
8340432,4901362,Internal
8351651,4901362,Internal
8351652,4901362,Internal
8363212,4901362,Internal
8271187,6487500,Diffusion
8277059,6487500,Diffusion
8280560,6275773,Diffusion
8280560,6487500,Diffusion
8280586,6275773,Diffusion
8280601,6275773,Diffusion
8280601,6487500,Diffusion
8280621,6275773,Diffusion
8280621,6487500,Diffusion
8282226,6487500,Diffusion
8282253,6487500,Diffusion
8288711,6487500,Diffusion
8289172,6487500,Diffusion
8290665,6487500,Diffusion
8294608,6553130,Diffusion
8294975,6487500,Diffusion
8300615,6487500,Diffusion
8304711,6487500,Diffusion
8309907,6487500,Diffusion
8321092,6275773,Diffusion
8324552,6553130,Diffusion
8325028,6487500,Diffusion
8325055,6487500,Diffusion
8325986,6553130,Diffusion
8332069,6487500,Diffusion
8335032,6487500,Diffusion
8339526,6487500,Diffusion
8340836,6275773,Diffusion
8346426,6275773,Diffusion
8346426,6487500,Diffusion
8350907,6275773,Diffusion
8350907,6487500,Diffusion
8352110,6275773,Diffusion
8352110,6487500,Diffusion
8354944,6553130,Diffusion
8355839,6487500,Diffusion
8366135,6906639,Diffusion
8374423,4901362,Internal
8379101,4901362,Internal
8379919,4901362,Internal
8379919,6229918,Internal
8381108,4901362,Internal
8385557,4901362,Internal
8385596,4901362,Internal
8385596,8295546,Internal
8390680,4901362,Internal
8401225,4901362,Internal
8401242,4901362,Internal
8408706,4901362,Internal
8411948,4901362,Internal
8416187,4901362,Internal
8418085,4901362,Internal
8422769,4901362,Internal
8428340,4901362,Internal
8437506,4901362,Internal
8448056,4901362,Internal
8448094,4901362,Internal
8451278,4901362,Internal
8451278,8253746,Internal
8452051,4901362,Internal
8452087,4901362,Internal
8456419,4901362,Internal
8457353,4901362,Internal
8467574,4901362,Internal
8374750,6906639,Diffusion
8376595,6553130,Diffusion
8379289,6487500,Diffusion
8385596,8295546,Diffusion
8391557,6275773,Diffusion
8391557,6906639,Diffusion
8400704,6487500,Diffusion
8416300,6553130,Diffusion
8423280,6275773,Diffusion
8423280,6487500,Diffusion
8427288,6487500,Diffusion
8433470,6275773,Diffusion
8433470,6487500,Diffusion
8433483,6275773,Diffusion
8433483,6487500,Diffusion
8434919,6553130,Diffusion
8446469,6275773,Diffusion
8446469,6487500,Diffusion
8446470,6553130,Diffusion
8447474,6487500,Diffusion
8451107,6553130,Diffusion
8451880,6487500,Diffusion
8462204,6487500,Diffusion
8462745,6487500,Diffusion
8465162,6487500,Diffusion
8465163,6487500,Diffusion
8466806,6906639,Diffusion
8483436,4901362,Internal
8487871,4901362,Internal
8487938,4901362,Internal
8488888,4901362,Internal
8497838,4901362,Internal
8498481,4901362,Internal
8499257,4901362,Internal
8503494,4901362,Internal
8503766,4901362,Internal
8503766,8340432,Internal
8504546,4901362,Internal
8508919,4901362,Internal
8509479,4901362,Internal
8509545,4901362,Internal
8514269,4901362,Internal
8523667,4901362,Internal
8526734,4901362,Internal
8542252,4901362,Internal
8542910,4901362,Internal
8542910,8325984,Internal
8548270,4901362,Internal
8553934,4901362,Internal
8553939,4901362,Internal
8558873,4901362,Internal
8564534,4901362,Internal
8564534,8325984,Internal
8565476,4901362,Internal
8565477,4901362,Internal
8565485,4901362,Internal
8571263,4901362,Internal
8571263,8448056,Internal
8478453,6553130,Diffusion
8481910,6553130,Diffusion
8483439,6553130,Diffusion
8492698,6553130,Diffusion
8494675,6906639,Diffusion
8498796,6487500,Diffusion
8498796,6553130,Diffusion
8498796,6906639,Diffusion
8503062,6487500,Diffusion
8506096,6487500,Diffusion
8508383,6487500,Diffusion
8508384,6487500,Diffusion
8510030,6275773,Diffusion
8510034,6487500,Diffusion
8510034,6553130,Diffusion
8510034,6906639,Diffusion
8510085,6487500,Diffusion
8511841,6487500,Diffusion
8525703,6487500,Diffusion
8543330,6487500,Diffusion
8559093,6487500,Diffusion
8559942,6275773,Diffusion
8559942,6487500,Diffusion
8565978,6487500,Diffusion
8577084,4901362,Internal
8577085,4901362,Internal
8578302,4901362,Internal
8587583,4901362,Internal
8587773,4901362,Internal
8588465,4901362,Internal
8588517,4901362,Internal
8588517,8374423,Internal
8592739,4901362,Internal
8597142,4901362,Internal
8605763,4901362,Internal
8610665,4901362,Internal
8611607,4901362,Internal
8611607,6229918,Internal
8613666,4901362,Internal
8618405,4901362,Internal
8619122,4901362,Internal
8620113,4901362,Internal
8620113,8418085,Internal
8625837,4901362,Internal
8629976,4901362,Internal
8630457,4901362,Internal
8630457,8295546,Internal
8631355,4901362,Internal
8633890,4901362,Internal
8634636,4901362,Internal
8634636,8325984,Internal
8635637,4901362,Internal
8635637,8418085,Internal
8638985,4901362,Internal
8644609,4901362,Internal
8649554,4901362,Internal
8655069,4901362,Internal
8659658,4901362,Internal
8660303,4901362,Internal
8660310,4901362,Internal
8660310,8253746,Internal
8660310,8320619,Internal
8660310,8351652,Internal
8667519,4901362,Internal
8576091,6487500,Diffusion
8577549,6487500,Diffusion
8583329,6487500,Diffusion
8593521,6553130,Diffusion
8593521,6906639,Diffusion
8599001,6553130,Diffusion
8599001,6906639,Diffusion
8604967,6487500,Diffusion
8605949,6553130,Diffusion
8608327,6487500,Diffusion
8610992,6487500,Diffusion
8612111,6487500,Diffusion
8612111,6906639,Diffusion
8614640,6553130,Diffusion
8615154,8418085,Diffusion
8620113,8418085,Diffusion
8629768,6553130,Diffusion
8629800,6275773,Diffusion
8630457,8295546,Diffusion
8635637,8418085,Diffusion
8636393,6553130,Diffusion
8636393,6906639,Diffusion
8637801,6553130,Diffusion
8637801,6906639,Diffusion
8638725,6487500,Diffusion
8643724,6553130,Diffusion
8645053,6275773,Diffusion
8648808,8351651,Diffusion
8653959,6487500,Diffusion
8654433,6487500,Diffusion
8655543,6487500,Diffusion
8659468,6487500,Diffusion
8665079,6553130,Diffusion
8665079,6906639,Diffusion
8670029,4901362,Internal
8675981,4901362,Internal
8676581,4901362,Internal
8676581,8296151,Internal
8681255,4901362,Internal
8681321,4901362,Internal
8682028,4901362,Internal
8687044,4901362,Internal
8693724,4901362,Internal
8702507,4901362,Internal
8707216,4901362,Internal
8707216,8456419,Internal
8717469,4901362,Internal
8723118,4901362,Internal
8724887,4901362,Internal
8724906,4901362,Internal
8744121,4901362,Internal
8745541,4901362,Internal
8749557,4901362,Internal
8749557,8253746,Internal
8751215,4901362,Internal
8760395,4901362,Internal
8760395,8418085,Internal
8760395,8620113,Internal
8760395,8635637,Internal
8760395,8660303,Internal
8760571,4901362,Internal
8762894,4901362,Internal
8762894,8448094,Internal
8670891,6275773,Diffusion
8670891,6487500,Diffusion
8676431,6275773,Diffusion
8676431,6487500,Diffusion
8676442,6275773,Diffusion
8676491,6487500,Diffusion
8680987,6275773,Diffusion
8681997,8385557,Diffusion
8682522,6275773,Diffusion
8686873,6275773,Diffusion
8686922,6553130,Diffusion
8694224,6553130,Diffusion
8705161,6487500,Diffusion
8706078,6275773,Diffusion
8706078,6487500,Diffusion
8706342,6275773,Diffusion
8706342,6487500,Diffusion
8725344,6553130,Diffusion
8725476,8587583,Diffusion
8727547,6487500,Diffusion
8731815,6487500,Diffusion
8738213,6275773,Diffusion
8738213,6487500,Diffusion
8742987,6487500,Diffusion
8749374,6275773,Diffusion
8755569,8320621,Diffusion
8760395,8418085,Diffusion
8762043,6487500,Diffusion
8773355,4901362,Internal
8775916,4901362,Internal
8781156,4901362,Internal
8782567,4901362,Internal
8786730,4901362,Internal
8787658,4901362,Internal
8787658,8422769,Internal
8788973,4901362,Internal
8803800,4901362,Internal
8803888,4901362,Internal
8803952,4901362,Internal
8811938,4901362,Internal
8811938,8295546,Internal
8811938,8428340,Internal
8818002,4901362,Internal
8824749,4901362,Internal
8824780,4901362,Internal
8824780,8325984,Internal
8824780,8483436,Internal
8824780,8542910,Internal
8824780,8564534,Internal
8843857,4901362,Internal
8854426,4901362,Internal
8856691,4901362,Internal
