Source,Target,Type
11314084,8670029,Diffusion
11314399,8320621,Diffusion
11314399,8670029,Diffusion
11315427,6906639,Diffusion
11315556,8385557,Diffusion
11318928,6553130,Diffusion
11320571,8670029,Diffusion
11320979,9244533,Diffusion
11321116,10585957,Diffusion
11321116,10642934,Diffusion
11321857,8295546,Diffusion
11322171,6275773,Diffusion
11322171,6487500,Diffusion
11322171,6553130,Diffusion
11322171,6906639,Diffusion
11322171,8745541,Diffusion
11328447,6553130,Diffusion
11330184,8295546,Diffusion
11331045,8351651,Diffusion
11337652,8351651,Diffusion
11343614,8385557,Diffusion
11347317,8631355,Diffusion
11347317,8659658,Diffusion
11347317,8843857,Diffusion
11347960,9244533,Diffusion
11350026,8295546,Diffusion
11353440,8320621,Diffusion
11353962,8631355,Diffusion
11353962,8659658,Diffusion
11353962,8843857,Diffusion
11354092,8385557,Diffusion
11356606,9244533,Diffusion
11360577,10585957,Diffusion
11361518,9244533,Diffusion
11361522,8351651,Diffusion
11361756,8385557,Diffusion
11363240,8587583,Diffusion
11366316,8670029,Diffusion
11368803,8385557,Diffusion
11368840,8745541,Diffusion
11371794,8320621,Diffusion
11378390,8670029,Diffusion
11378732,8670029,Diffusion
11380077,8295546,Diffusion
11380322,8385557,Diffusion
11386911,8385557,Diffusion
11388516,8745541,Diffusion
11389051,8320621,Diffusion
11394916,8670029,Diffusion
11395135,6275773,Diffusion
11395135,6487500,Diffusion
11399995,8587583,Diffusion
11400919,6553130,Diffusion
11402510,6553130,Diffusion
11402801,8670029,Diffusion
11402909,8745541,Diffusion
11403887,8320621,Diffusion
11405430,8385557,Diffusion
11407428,6906639,Diffusion
11410431,6553130,Diffusion
11415426,6553130,Diffusion
11416120,8418085,Diffusion
11416134,8295546,Diffusion
11416512,8418085,Diffusion
11417005,8320621,Diffusion
11418699,8295546,Diffusion
11422266,6553130,Diffusion
11423886,10585957,Diffusion
11425189,9244533,Diffusion
11427125,6275773,Diffusion
11427125,6487500,Diffusion
11430148,8587583,Diffusion
11431938,8670029,Diffusion
11432030,8385557,Diffusion
11433809,6553130,Diffusion
11433816,6487500,Diffusion
11438691,8385557,Diffusion
11438761,6275773,Diffusion
11438761,6487500,Diffusion
11442222,8670029,Diffusion
11442414,8295546,Diffusion
11443400,8745541,Diffusion
11445232,9244533,Diffusion
11445294,8385557,Diffusion
11445300,8745541,Diffusion
11445315,8745541,Diffusion
11447070,6553130,Diffusion
11448937,8670029,Diffusion
11449135,8659658,Diffusion
11451908,8385557,Diffusion
11455771,8587583,Diffusion
11460621,8670029,Diffusion
11460938,8631355,Diffusion
11461355,8418085,Diffusion
11461966,8631355,Diffusion
11461966,8659658,Diffusion
11461966,8843857,Diffusion
11467802,10585957,Diffusion
11467802,10642934,Diffusion
11468625,8295546,Diffusion
11474253,6553130,Diffusion
11475650,9244533,Diffusion
11477327,8385557,Diffusion
11477590,8745541,Diffusion
11480791,9244533,Diffusion
11481030,8351651,Diffusion
11481031,8351651,Diffusion
11481658,10585957,Diffusion
11481963,9244533,Diffusion
11481988,8295546,Diffusion
11482224,8385557,Diffusion
11482978,8385557,Diffusion
11483514,6553130,Diffusion
11484479,10642934,Diffusion
11485358,6553130,Diffusion
11487131,8670029,Diffusion
11487364,10585957,Diffusion
11487364,10642934,Diffusion
11488364,8587583,Diffusion
11493993,8351651,Diffusion
11493998,8631355,Diffusion
11493998,8659658,Diffusion
11493998,8843857,Diffusion
11496571,9244533,Diffusion
11500514,8659658,Diffusion
11500611,8385557,Diffusion
11501773,8385557,Diffusion
11501795,8385557,Diffusion
11503253,6553130,Diffusion
11503253,6906639,Diffusion
11503418,8745541,Diffusion
11504626,8631355,Diffusion
11506782,6553130,Diffusion
11506839,8320621,Diffusion
11508160,6553130,Diffusion
11510027,9244533,Diffusion
11511668,6553130,Diffusion
11512836,8320621,Diffusion
11513350,8670029,Diffusion
11513763,8385557,Diffusion
11514656,9244533,Diffusion
11514673,9244533,Diffusion
11514898,8385557,Diffusion
11514947,8487938,Diffusion
11514947,8856691,Diffusion
11516297,9244533,Diffusion
11516606,8385557,Diffusion
11516608,8385557,Diffusion
11516610,8385557,Diffusion
11516612,8385557,Diffusion
11518377,6553130,Diffusion
11521296,9244533,Diffusion
11521513,8418085,Diffusion
11521624,8385557,Diffusion
11523212,8385557,Diffusion
11528578,8385557,Diffusion
11531514,8385557,Diffusion
11531520,8385557,Diffusion
11532105,8487938,Diffusion
11532105,8856691,Diffusion
11533452,6553130,Diffusion
11535154,6553130,Diffusion
11538451,8385557,Diffusion
11538460,8385557,Diffusion
11538469,10585957,Diffusion
11538469,10642934,Diffusion
11539876,8295546,Diffusion
11540047,8385557,Diffusion
11543533,6553130,Diffusion
11543594,8670029,Diffusion
11545169,8385557,Diffusion
11546280,8487938,Diffusion
11546280,8856691,Diffusion
11546951,8843857,Diffusion
11548444,6553130,Diffusion
11550542,10585957,Diffusion
11550542,10642934,Diffusion
11551374,8487938,Diffusion
11551374,8856691,Diffusion
11551669,8385557,Diffusion
11551690,8385557,Diffusion
11551700,8385557,Diffusion
11552611,8385557,Diffusion
11553140,6553130,Diffusion
11554717,6553130,Diffusion
11556306,8385557,Diffusion
11556307,8385557,Diffusion
11557294,8385557,Diffusion
11557310,10585957,Diffusion
11557310,10642934,Diffusion
11558325,8487938,Diffusion
11558325,8856691,Diffusion
11558693,8385557,Diffusion
11561579,9244533,Diffusion
11561616,8745541,Diffusion
11561621,8351651,Diffusion
11562740,8385557,Diffusion
11563842,8385557,Diffusion
11565690,6553130,Diffusion
11567179,6553130,Diffusion
11567324,9244533,Diffusion
11567535,9244533,Diffusion
11567573,8351651,Diffusion
11567578,8631355,Diffusion
11567578,8659658,Diffusion
11567578,8843857,Diffusion
11568105,8631355,Diffusion
11568105,8659658,Diffusion
11568105,8843857,Diffusion
11572015,6553130,Diffusion
11572065,6553130,Diffusion
11574451,9244533,Diffusion
11574452,9244533,Diffusion
11577645,6553130,Diffusion
11577646,6553130,Diffusion
11577652,6487500,Diffusion
11579441,9244533,Diffusion
11579455,8670029,Diffusion
11580711,9244533,Diffusion
11580990,10585957,Diffusion
11580990,10642934,Diffusion
11582312,9244533,Diffusion
11586046,8670029,Diffusion
11587242,8351651,Diffusion
11588825,8487938,Diffusion
11588825,8856691,Diffusion
11588897,9244533,Diffusion
11590418,8418085,Diffusion
11592614,8670029,Diffusion
11592871,9244533,Diffusion
11592872,9244533,Diffusion
11595569,8487938,Diffusion
11595569,8856691,Diffusion
11597319,6553130,Diffusion
11598651,9244533,Diffusion
11599148,9244533,Diffusion
11599199,8659658,Diffusion
11599255,8487938,Diffusion
11599255,8856691,Diffusion
11601580,9244533,Diffusion
11604277,6553130,Diffusion
11604314,8670029,Diffusion
11606657,8745541,Diffusion
11606658,8745541,Diffusion
11606697,8487938,Diffusion
11607995,6553130,Diffusion
11607995,6906639,Diffusion
11609607,9244533,Diffusion
11609645,9244533,Diffusion
11610241,6275773,Diffusion
11610241,6487500,Diffusion
11613209,6553130,Diffusion
11615284,8487938,Diffusion
11616910,6553130,Diffusion
11617022,8295546,Diffusion
11618441,6553130,Diffusion
11618442,6553130,Diffusion
11619483,8670029,Diffusion
11620799,9244533,Diffusion
11623559,6553130,Diffusion
11623559,6906639,Diffusion
11624929,9244533,Diffusion
11625219,8385557,Diffusion
11627141,8487938,Diffusion
11627141,8856691,Diffusion
11627172,9244533,Diffusion
11627286,6553130,Diffusion
11710309,4901362,Internal
11710309,6229918,Internal
11710309,8379919,Internal
11710309,8401225,Internal
11710309,8448056,Internal
11710309,8587583,Internal
11710309,9247238,Internal
11710309,9262673,Internal
11710309,9940553,Internal
11630507,9244533,Diffusion
11630525,10585957,Diffusion
11630525,10642934,Diffusion
11631121,8745541,Diffusion
11634073,6553130,Diffusion
11635736,8351651,Diffusion
11638070,6553130,Diffusion
11638147,9244533,Diffusion
11639846,8320621,Diffusion
11641517,8295546,Diffusion
11641559,8385557,Diffusion
11643099,6275773,Diffusion
11643099,6487500,Diffusion
11643113,6553130,Diffusion
11644799,8351651,Diffusion
11646023,8385557,Diffusion
11646045,8385557,Diffusion
11650044,8670029,Diffusion
11650626,9244533,Diffusion
11651692,6553130,Diffusion
11657619,6553130,Diffusion
11657820,10585957,Diffusion
11659133,8659658,Diffusion
11662900,8487938,Diffusion
11662900,8856691,Diffusion
11663059,8320621,Diffusion
11663917,6553130,Diffusion
11664023,8385557,Diffusion
11666264,8351651,Diffusion
11669985,8295546,Diffusion
11670059,8487938,Diffusion
11670059,8856691,Diffusion
11671559,8487938,Diffusion
11671559,8856691,Diffusion
11671920,10585957,Diffusion
11673546,6553130,Diffusion
11673605,6553130,Diffusion
11675491,10585957,Diffusion
11675491,10642934,Diffusion
11675494,8487938,Diffusion
11675494,8856691,Diffusion
11676412,8487938,Diffusion
11676412,8856691,Diffusion
11676590,8385557,Diffusion
11677698,8487938,Diffusion
11677698,8856691,Diffusion
11678109,8385557,Diffusion
11679044,8587583,Diffusion
11681143,8670029,Diffusion
11681293,8587583,Diffusion
11682182,8295546,Diffusion
11682313,6275773,Diffusion
11687224,8295546,Diffusion
11688418,8385557,Diffusion
11689703,6553130,Diffusion
11689858,8385557,Diffusion
11690014,8487938,Diffusion
11690014,8856691,Diffusion
11690892,10642934,Diffusion
11693115,8631355,Diffusion
11693115,8659658,Diffusion
11693115,8843857,Diffusion
11694689,8385557,Diffusion
11696060,10585957,Diffusion
11696060,10642934,Diffusion
11696074,8385557,Diffusion
11696081,8385557,Diffusion
11698770,8385557,Diffusion
11698771,8385557,Diffusion
11699448,10585957,Diffusion
11699448,10642934,Diffusion
11701585,8418085,Diffusion
11703645,8670029,Diffusion
11705130,10585957,Diffusion
11705130,10642934,Diffusion
11706521,8295546,Diffusion
11706562,8385557,Diffusion
11706579,8385557,Diffusion
11708025,6553130,Diffusion
11708026,6553130,Diffusion
11709373,8670029,Diffusion
11709582,8418085,Diffusion
11710309,8587583,Diffusion
11710406,6906639,Diffusion
11710487,8385557,Diffusion
11711662,8745541,Diffusion
11714280,8487938,Diffusion
11714280,8856691,Diffusion
11714535,8487938,Diffusion
11714535,8856691,Diffusion
11714600,8385557,Diffusion
11715236,8587583,Diffusion
11715388,8418085,Diffusion
11715489,8385557,Diffusion
11716301,8487938,Diffusion
11716301,8856691,Diffusion
11718291,6553130,Diffusion
11720115,8587583,Diffusion
11720126,8487938,Diffusion
11720126,8856691,Diffusion
11720180,8631355,Diffusion
11720180,8659658,Diffusion
11720180,8843857,Diffusion
11722444,8487938,Diffusion
11722444,8856691,Diffusion
11722764,8295546,Diffusion
11722904,8487938,Diffusion
11725933,8670029,Diffusion
11725956,6553130,Diffusion
11726323,8670029,Diffusion
11726329,8670029,Diffusion
11726332,8670029,Diffusion
11726642,8487938,Diffusion
11726642,8856691,Diffusion
11726742,8385557,Diffusion
11727660,8487938,Diffusion
11727660,8856691,Diffusion
11727919,8385557,Diffusion
11727933,8385557,Diffusion
11727936,8385557,Diffusion
11728780,8385557,Diffusion
11734477,8295546,Diffusion
11734844,8487938,Diffusion
11734844,8856691,Diffusion
11734959,8487938,Diffusion
11734959,8856691,Diffusion
11736832,8670029,Diffusion
11736860,8385557,Diffusion
11736877,8385557,Diffusion
11736878,8385557,Diffusion
11737832,9244533,Diffusion
11740472,8670029,Diffusion
11740705,8631355,Diffusion
11740705,8659658,Diffusion
11740705,8843857,Diffusion
11741166,8418085,Diffusion
11741840,6487500,Diffusion
11741948,8385557,Diffusion
11743219,8487938,Diffusion
11743219,8856691,Diffusion
11743340,9244533,Diffusion
11747568,8670029,Diffusion
11747912,8487938,Diffusion
11747912,8856691,Diffusion
11748056,9244533,Diffusion
11748958,8487938,Diffusion
11748958,8856691,Diffusion
11749275,10585957,Diffusion
11749275,10642934,Diffusion
11750962,10585957,Diffusion
11750962,10642934,Diffusion
11750969,8385557,Diffusion
11750972,8385557,Diffusion
11753007,6553130,Diffusion
11754828,8320621,Diffusion
11754842,8670029,Diffusion
11755194,8631355,Diffusion
11756316,6553130,Diffusion
11756335,9244533,Diffusion
11762222,9244533,Diffusion
11762467,8745541,Diffusion
11762623,9244533,Diffusion
11763573,6553130,Diffusion
11765209,10585957,Diffusion
11768851,8418085,Diffusion
11769335,6553130,Diffusion
11769505,8385557,Diffusion
11770601,8295546,Diffusion
11770650,8385557,Diffusion
11770665,8745541,Diffusion
11775033,8631355,Diffusion
11775033,8659658,Diffusion
11775033,8843857,Diffusion
11775079,8487938,Diffusion
11775079,8856691,Diffusion
11776190,8295546,Diffusion
11776194,8487938,Diffusion
11776194,8856691,Diffusion
11776208,8631355,Diffusion
11776208,8659658,Diffusion
11776208,8843857,Diffusion
11776509,9244533,Diffusion
11778149,8487938,Diffusion
11778149,8856691,Diffusion
11778159,8631355,Diffusion
11778159,8659658,Diffusion
11778159,8843857,Diffusion
11778259,8385557,Diffusion
11778339,8295546,Diffusion
11778368,8385557,Diffusion
11782577,8487938,Diffusion
11782577,8856691,Diffusion
11783815,10585957,Diffusion
11783815,10642934,Diffusion
11783827,10642934,Diffusion
11783862,8487938,Diffusion
11783862,8856691,Diffusion
11785380,8385557,Diffusion
11787338,6553130,Diffusion
11787402,6553130,Diffusion
11789113,6487500,Diffusion
11789583,8659658,Diffusion
11790276,8487938,Diffusion
11790276,8856691,Diffusion
11790554,9244533,Diffusion
11790625,8487938,Diffusion
11790625,8856691,Diffusion
11790911,8385557,Diffusion
11790914,10585957,Diffusion
11790914,10642934,Diffusion
11790937,8385557,Diffusion
11792360,6553130,Diffusion
11792590,8385557,Diffusion
11794647,6553130,Diffusion
11794651,6553130,Diffusion
11794722,8587583,Diffusion
11797051,9244533,Diffusion
11797079,8631355,Diffusion
11797087,8351651,Diffusion
11797099,8487938,Diffusion
11797099,8856691,Diffusion
11797162,8487938,Diffusion
11797162,8856691,Diffusion
11797263,8385557,Diffusion
11798201,8487938,Diffusion
11798201,8856691,Diffusion
11798419,6553130,Diffusion
11798553,8385557,Diffusion
11800048,8659658,Diffusion
11800050,6487500,Diffusion
11800050,6553130,Diffusion
11800056,8659658,Diffusion
11800280,8385557,Diffusion
11800281,8385557,Diffusion
11800305,8385557,Diffusion
11800306,8385557,Diffusion
11803345,8487938,Diffusion
11803345,8856691,Diffusion
11803350,8385557,Diffusion
11805378,8745541,Diffusion
11807164,6487500,Diffusion
11807230,6275773,Diffusion
11807230,6487500,Diffusion
11809213,9244533,Diffusion
11809633,8487938,Diffusion
11809633,8856691,Diffusion
11809696,8487938,Diffusion
11809696,8856691,Diffusion
11809886,10585957,Diffusion
11809886,10642934,Diffusion
11810562,10585957,Diffusion
11810562,10642934,Diffusion
11811876,9244533,Diffusion
11813987,6553130,Diffusion
11818458,4901362,Internal
11818458,8745541,Internal
11818458,9652042,Internal
11818458,10488950,Internal
11818458,10551930,Internal
11815594,6553130,Diffusion
11815781,8670029,Diffusion
11816256,9244533,Diffusion
11818458,8745541,Diffusion
11820424,6553130,Diffusion
11822778,8295546,Diffusion
11823249,8745541,Diffusion
11825289,8385557,Diffusion
11825290,8385557,Diffusion
11828853,6553130,Diffusion
11829380,8418085,Diffusion
11829524,9244533,Diffusion
11832015,8487938,Diffusion
11832015,8856691,Diffusion
11832053,8385557,Diffusion
11832068,8385557,Diffusion
11837237,10585957,Diffusion
11837237,10642934,Diffusion
11838579,10585957,Diffusion
11838579,10642934,Diffusion
11838734,10585957,Diffusion
11838734,10642934,Diffusion
11838745,8745541,Diffusion
11840176,6275773,Diffusion
11840176,6487500,Diffusion
11842726,8631355,Diffusion
11842734,10585957,Diffusion
11842734,10642934,Diffusion
11846981,9244533,Diffusion
11847426,8487938,Diffusion
11847426,8856691,Diffusion
11847836,6553130,Diffusion
11847836,6906639,Diffusion
11849299,8385557,Diffusion
11854547,8385557,Diffusion
11855947,8487938,Diffusion
11855947,8856691,Diffusion
11856479,9244533,Diffusion
11857153,8320621,Diffusion
11858413,6553130,Diffusion
11858500,6553130,Diffusion
11861061,9244533,Diffusion
11861068,8487938,Diffusion
11861068,8856691,Diffusion
11862151,10585957,Diffusion
11862151,10642934,Diffusion
11862161,8385557,Diffusion
11862186,10585957,Diffusion
11862186,10642934,Diffusion
11863311,9244533,Diffusion
11863508,8487938,Diffusion
11863508,8856691,Diffusion
11863593,8385557,Diffusion
11863702,8385557,Diffusion
11863943,8745541,Diffusion
11868531,8351651,Diffusion
11868687,8631355,Diffusion
11868687,8659658,Diffusion
11868687,8843857,Diffusion
11869165,8295546,Diffusion
11869503,8385557,Diffusion
11872939,6553130,Diffusion
11874468,9244533,Diffusion
11874970,8631355,Diffusion
11874970,8659658,Diffusion
11874970,8843857,Diffusion
11875012,8631355,Diffusion
11875012,8659658,Diffusion
11875012,8843857,Diffusion
11876763,8487938,Diffusion
11876763,8856691,Diffusion
11877054,6553130,Diffusion
11877139,8385557,Diffusion
11877203,9244533,Diffusion
11880509,8487938,Diffusion
11880509,8856691,Diffusion
11880542,8487938,Diffusion
11880542,8856691,Diffusion
11882189,9244533,Diffusion
11885871,9244533,Diffusion
11888791,10585957,Diffusion
11888791,10642934,Diffusion
11889276,8385557,Diffusion
11889290,8385557,Diffusion
11892859,8487938,Diffusion
11892859,8856691,Diffusion
11893308,8385557,Diffusion
11893992,10585957,Diffusion
11893992,10642934,Diffusion
11895391,8295546,Diffusion
11899238,8670029,Diffusion
11899519,8385557,Diffusion
11899842,8487938,Diffusion
11899842,8856691,Diffusion
11900923,10585957,Diffusion
11900923,10642934,Diffusion
11900936,10585957,Diffusion
11900936,10642934,Diffusion
11900937,8385557,Diffusion
11902287,8487938,Diffusion
11902287,8856691,Diffusion
11906280,8320621,Diffusion
11907423,8351651,Diffusion
11907436,10585957,Diffusion
11907436,10642934,Diffusion
11908166,6553130,Diffusion
11908243,8487938,Diffusion
11908243,8856691,Diffusion
11908434,9244533,Diffusion
11910123,6553130,Diffusion
11910181,8385557,Diffusion
12002252,4901362,Internal
11914772,8631355,Diffusion
11914848,10585957,Diffusion
11914848,10642934,Diffusion
11919449,6553130,Diffusion
11921471,8351651,Diffusion
11921998,8295546,Diffusion
11924254,10585957,Diffusion
11924283,9244533,Diffusion
11924396,8320621,Diffusion
11924545,8670029,Diffusion
11927759,9244533,Diffusion
11927986,9244533,Diffusion
11928306,8487938,Diffusion
11928306,8856691,Diffusion
11930298,8487938,Diffusion
11930298,8856691,Diffusion
11934569,9244533,Diffusion
11934628,8487938,Diffusion
11934628,8856691,Diffusion
11941149,9244533,Diffusion
11941163,8631355,Diffusion
11941163,8659658,Diffusion
11941163,8843857,Diffusion
11941164,9244533,Diffusion
11941166,8487938,Diffusion
11941166,8856691,Diffusion
11941176,8351651,Diffusion
11943562,8487938,Diffusion
11943562,8856691,Diffusion
11947873,10585957,Diffusion
11948263,9244533,Diffusion
11948266,8487938,Diffusion
11948266,8856691,Diffusion
11951900,6553130,Diffusion
11951900,6906639,Diffusion
11951979,6275773,Diffusion
11951979,6487500,Diffusion
11953653,9244533,Diffusion
11953911,6275773,Diffusion
11953911,6487500,Diffusion
11954405,10585957,Diffusion
11954405,10642934,Diffusion
11958183,6275773,Diffusion
11958183,6487500,Diffusion
11960651,8487938,Diffusion
11960651,8856691,Diffusion
11960651,9244533,Diffusion
11960653,8487938,Diffusion
11960653,8856691,Diffusion
11960661,9244533,Diffusion
11960706,8659658,Diffusion
11960784,8487938,Diffusion
11960784,8856691,Diffusion
11961401,6906639,Diffusion
11961494,8351651,Diffusion
11961519,8385557,Diffusion
11962598,8487938,Diffusion
11962598,8856691,Diffusion
11962889,8295546,Diffusion
11962938,8487938,Diffusion
11962938,8856691,Diffusion
11962940,8587583,Diffusion
11968639,6553130,Diffusion
11970113,6487500,Diffusion
11971491,6275773,Diffusion
11971491,6487500,Diffusion
11972014,8487938,Diffusion
11972014,8856691,Diffusion
11977218,8320621,Diffusion
11977682,8745541,Diffusion
11977684,8487938,Diffusion
11977684,8856691,Diffusion
11977732,8487938,Diffusion
11977732,8856691,Diffusion
11978283,8487938,Diffusion
11978283,8856691,Diffusion
11979836,10585957,Diffusion
11979836,10642934,Diffusion
11979960,8385557,Diffusion
11983458,8385557,Diffusion
11983463,8385557,Diffusion
11984123,8385557,Diffusion
11989348,8487938,Diffusion
11989348,8856691,Diffusion
11989349,8487938,Diffusion
11989349,8856691,Diffusion
11991469,8487938,Diffusion
11991469,8856691,Diffusion
11991505,8385557,Diffusion
11991506,8385557,Diffusion
11994272,6487500,Diffusion
11994272,6553130,Diffusion
11994377,8631355,Diffusion
11994377,8659658,Diffusion
11994377,8843857,Diffusion
11995108,8487938,Diffusion
11995108,8856691,Diffusion
11995238,8487938,Diffusion
11995238,8856691,Diffusion
11995376,8385557,Diffusion
11995457,10585957,Diffusion
11995780,8487938,Diffusion
11995780,8856691,Diffusion
11997422,8487938,Diffusion
11997422,8856691,Diffusion
11999296,6275773,Diffusion
11999296,6487500,Diffusion
12001013,9244533,Diffusion
12001878,8487938,Diffusion
12001878,8856691,Diffusion
12001933,10585957,Diffusion
12001933,10642934,Diffusion
12002168,8487938,Diffusion
12002168,8856691,Diffusion
12002372,6275773,Diffusion
12005845,6553130,Diffusion
12008152,8487938,Diffusion
12008152,8856691,Diffusion
12008230,8295546,Diffusion
12009007,10585957,Diffusion
12009007,10642934,Diffusion
12010455,6553130,Diffusion
12010487,8745541,Diffusion
12014118,10585957,Diffusion
12014118,10642934,Diffusion
12014742,8385557,Diffusion
12016719,9244533,Diffusion
12017588,6553130,Diffusion
12019806,8487938,Diffusion
12019806,8856691,Diffusion
12022056,8745541,Diffusion
12023285,8587583,Diffusion
12026197,10585957,Diffusion
12026197,10642934,Diffusion
12028678,8385557,Diffusion
12032743,8487938,Diffusion
12032743,8856691,Diffusion
12032746,8631355,Diffusion
12032746,8659658,Diffusion
12032746,8843857,Diffusion
12033081,9244533,Diffusion
12033296,8295546,Diffusion
12034686,8487938,Diffusion
12034686,8856691,Diffusion
12034690,8487938,Diffusion
12034690,8856691,Diffusion
12039080,9244533,Diffusion
12039102,8487938,Diffusion
12039102,8856691,Diffusion
12044851,9244533,Diffusion
12045419,8659658,Diffusion
12047752,8385557,Diffusion
12047753,8385557,Diffusion
12050729,8487938,Diffusion
12050729,8856691,Diffusion
12051413,10585957,Diffusion
12051413,10642934,Diffusion
12054098,6487500,Diffusion
12056832,8487938,Diffusion
12056832,8856691,Diffusion
12058471,8659658,Diffusion
12061752,10585957,Diffusion
12061752,10642934,Diffusion
12062383,8385557,Diffusion
12065136,6553130,Diffusion
12066576,6553130,Diffusion
12067985,10585957,Diffusion
12067985,10642934,Diffusion
12067990,10585957,Diffusion
12067990,10642934,Diffusion
12069399,8487938,Diffusion
12069399,8856691,Diffusion
12069409,9244533,Diffusion
12069444,8385557,Diffusion
12073054,9244533,Diffusion
12073147,10585957,Diffusion
12073147,10642934,Diffusion
12077153,6553130,Diffusion
12079391,8487938,Diffusion
12079391,8856691,Diffusion
12079442,9244533,Diffusion
12080287,10585957,Diffusion
12081862,8295546,Diffusion
12084049,6275773,Diffusion
12084049,6487500,Diffusion
12086327,8659658,Diffusion
12086935,8631355,Diffusion
12086935,8659658,Diffusion
12086935,8843857,Diffusion
12087061,6553130,Diffusion
12087308,10585957,Diffusion
12089953,8351651,Diffusion
12092914,8670029,Diffusion
12093443,8487938,Diffusion
12093443,8856691,Diffusion
12093608,8385557,Diffusion
12094070,9244533,Diffusion
12095866,9244533,Diffusion
12095867,9244533,Diffusion
12095969,8631355,Diffusion
12095969,8659658,Diffusion
12095969,8843857,Diffusion
12099327,9244533,Diffusion
12099696,9244533,Diffusion
12099713,8295546,Diffusion
12100092,9244533,Diffusion
12100166,6553130,Diffusion
12100225,6553130,Diffusion
12101567,8295546,Diffusion
12103522,6275773,Diffusion
12103522,6487500,Diffusion
12105283,8487938,Diffusion
12105283,8856691,Diffusion
12105891,8487938,Diffusion
12105891,8856691,Diffusion
12112012,9244533,Diffusion
12112024,8295546,Diffusion
12112025,8487938,Diffusion
12112025,8856691,Diffusion
12113764,8487938,Diffusion
12113764,8856691,Diffusion
12113865,9244533,Diffusion
12115915,6553130,Diffusion
12115978,6553130,Diffusion
12117842,8587583,Diffusion
12118134,8631355,Diffusion
12118134,8659658,Diffusion
12118134,8843857,Diffusion
12118149,8487938,Diffusion
12118149,8856691,Diffusion
12118806,6553130,Diffusion
12118999,10585957,Diffusion
12118999,10642934,Diffusion
12122372,6275773,Diffusion
12122372,6487500,Diffusion
12124675,9244533,Diffusion
12126970,8385557,Diffusion
12131011,8631355,Diffusion
12131011,8659658,Diffusion
12131011,8843857,Diffusion
12131015,8487938,Diffusion
12131015,8856691,Diffusion
12131500,9244533,Diffusion
12132459,8385557,Diffusion
12132981,8295546,Diffusion
12135862,8487938,Diffusion
12135862,8856691,Diffusion
12136353,8418085,Diffusion
12136419,10585957,Diffusion
12136419,10642934,Diffusion
12139063,6553130,Diffusion
12140764,8670029,Diffusion
12141191,8487938,Diffusion
12141191,8856691,Diffusion
12141362,8487938,Diffusion
12141362,8856691,Diffusion
12141415,8487938,Diffusion
12141415,8856691,Diffusion
12141416,9244533,Diffusion
12141501,8385557,Diffusion
12142012,8587583,Diffusion
12143712,6553130,Diffusion
12143781,8385557,Diffusion
12147654,8487938,Diffusion
12147654,8856691,Diffusion
12148108,8487938,Diffusion
12148108,8856691,Diffusion
12149886,8385557,Diffusion
12149897,8385557,Diffusion
12151162,8418085,Diffusion
12153446,8487938,Diffusion
12153446,8856691,Diffusion
12154016,10585957,Diffusion
12154016,10642934,Diffusion
12154218,8295546,Diffusion
12154237,9244533,Diffusion
12154238,8631355,Diffusion
12154238,8659658,Diffusion
12154238,8843857,Diffusion
12154571,10585957,Diffusion
12154571,10642934,Diffusion
12155617,8487938,Diffusion
12155617,8856691,Diffusion
12155618,8487938,Diffusion
12155618,8856691,Diffusion
12155925,8295546,Diffusion
12156165,6275773,Diffusion
12156165,6487500,Diffusion
12158612,8670029,Diffusion
12158982,8487938,Diffusion
12158982,8856691,Diffusion
12159085,8385557,Diffusion
12159412,8487938,Diffusion
12159412,8856691,Diffusion
12160404,8487938,Diffusion
12160404,8856691,Diffusion
12164689,8487938,Diffusion
12164689,8856691,Diffusion
12164694,8631355,Diffusion
12164694,8659658,Diffusion
12164694,8843857,Diffusion
12164699,8487938,Diffusion
12164699,8856691,Diffusion
12164700,8487938,Diffusion
12164700,8856691,Diffusion
12164978,9244533,Diffusion
12165420,6553130,Diffusion
12165635,10585957,Diffusion
12165635,10642934,Diffusion
12165644,8385557,Diffusion
12165651,8385557,Diffusion
12167222,8385557,Diffusion
12168448,6275773,Diffusion
12168448,6487500,Diffusion
12169599,8487938,Diffusion
12169599,8856691,Diffusion
12169765,8487938,Diffusion
12169765,8856691,Diffusion
12170747,8487938,Diffusion
12170747,8856691,Diffusion
12170834,8295546,Diffusion
12170873,8385557,Diffusion
12174324,8587583,Diffusion
12175022,8487938,Diffusion
12175022,8856691,Diffusion
12175614,9244533,Diffusion
12175977,10585957,Diffusion
12175977,10642934,Diffusion
12175999,8487938,Diffusion
12175999,8856691,Diffusion
12179117,8631355,Diffusion
12184969,8295546,Diffusion
12185213,6275773,Diffusion
12185213,6487500,Diffusion
12185244,8487938,Diffusion
12185244,8856691,Diffusion
12189048,6275773,Diffusion
12189048,6487500,Diffusion
12189422,9244533,Diffusion
12192617,8295546,Diffusion
12197514,8418085,Diffusion
12197712,10585957,Diffusion
12197712,10642934,Diffusion
12197817,10585957,Diffusion
12197817,10642934,Diffusion
12200297,10585957,Diffusion
12200297,10642934,Diffusion
12200399,8487938,Diffusion
12200399,8856691,Diffusion
12200404,9244533,Diffusion
12201387,8320621,Diffusion
12201898,8418085,Diffusion
12204105,8487938,Diffusion
12204105,8856691,Diffusion
